,nombre_proyecto,moneda,precio,tamaño,dormitorios,baños,unidades_disp,link
47,Los Almendros,UF,3550,38 a 88 m² útiles,1 a 3 dormitorios,1 a 2 baños,19 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588017586-los-almendros-_JM#position=48&search_layout=grid&type=item&tracking_id=0c40c2ba-3025-4875-8baf-5e573aa38db3
0,Siena Altavista San Damian,UF,16553,124 a 140 m² útiles,3 a 4 dormitorios,3 baños,23 unidades disponibles,https://www.portalinmobiliario.com/MLC-1436605885-siena-altavista-san-damian-_JM#position=1&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
1,Vicuña Mackenna 11508,UF,2778,34 a 93 m² útiles,1 a 3 dormitorios,1 a 2 baños,130 unidades disponibles,https://www.portalinmobiliario.com/MLC-1436529071-vicuna-mackenna-11508-_JM#position=2&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
2,Paradise Playa Brava,UF,3000,31 a 51 m² útiles,1 a 2 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377869653-paradise-playa-brava-_JM#position=3&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
3,Edificio Tranquila,UF,7370,66 a 105 m² útiles,2 a 3 dormitorios,2 baños,46 unidades disponibles,https://www.portalinmobiliario.com/MLC-2125609694-edificio-tranquila-_JM#position=4&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
4,Walker,UF,3867,50 a 74 m² útiles,2 a 3 dormitorios,2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1419390257-walker-_JM#position=5&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
5,Andes Macul,UF,3073,31 a 57 m² útiles,1 a 3 dormitorios,1 a 2 baños,32 unidades disponibles,https://www.portalinmobiliario.com/MLC-1748201992-andes-macul-_JM#position=6&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
6,Jardín de Robles,UF,19332,209 a 248 m² útiles,3 a 4 dormitorios,4 a 6 baños,23 unidades disponibles,https://www.portalinmobiliario.com/MLC-1560347418-jardin-de-robles-_JM#position=7&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
7,Condominio Costa Horizonte,UF,2230,38 a 73 m² útiles,1 a 3 dormitorios,1 a 2 baños,110 unidades disponibles,https://www.portalinmobiliario.com/MLC-1458539931-condominio-costa-horizonte-_JM#position=8&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
8,Edificio Arquitecto Toesca,UF,2734,33 a 60 m² útiles,1 a 2 dormitorios,1 a 2 baños,40 unidades disponibles,https://www.portalinmobiliario.com/MLC-2089075156-edificio-arquitecto-toesca-_JM#position=9&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
9,Urban Ñuñoa,UF,3220,28 a 66 m² útiles,1 a 2 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1459260119-urban-nunoa-_JM#position=10&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
10,Muelle,UF,3850,52 a 90 m² útiles,2 a 3 dormitorios,2 a 3 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1565705074-muelle-_JM#position=11&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
11,Urban Life Las Condes,UF,4106,27 a 70 m² útiles,1 a 2 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1462549527-urban-life-las-condes-_JM#position=12&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
12,Condominio Vista Golf - Departamentos,UF,5330,81 a 135 m² útiles,2 a 3 dormitorios,2 a 3 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599990556-condominio-vista-golf-departamentos-_JM#position=13&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
13,Edificio Geo II,UF,8011,80 a 214 m² útiles,2 a 4 dormitorios,2 a 4 baños,33 unidades disponibles,https://www.portalinmobiliario.com/MLC-2164572884-edificio-geo-ii-_JM#position=14&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
14,Condominio Volcán Antuco,UF,1800,46 a 56 m² útiles,2 a 3 dormitorios,1 baño,26 unidades disponibles,https://www.portalinmobiliario.com/MLC-1382516127-condominio-volcan-antuco-_JM#position=15&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
15,Touch,UF,2273,31 a 62 m² útiles,1 a 2 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-2177284556-touch-_JM#position=16&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
16,Vista Golf II,UF,9169,69 a 125 m² útiles,2 a 3 dormitorios,2 a 3 baños,15 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588030352-vista-golf-ii-_JM#position=17&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
17,Eco Cerrillos,UF,2931,23 a 57 m² útiles,1 a 2 dormitorios,1 a 2 baños,139 unidades disponibles,https://www.portalinmobiliario.com/MLC-1843566396-eco-cerrillos-_JM#position=18&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
18,Concepto Smart Too - Imagina,UF,3528,36 a 66 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1459260183-concepto-smart-too-imagina-_JM#position=19&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
19,IQ Apartments,UF,2890,34 a 60 m² útiles,1 a 2 dormitorios,1 a 2 baños,73 unidades disponibles,https://www.portalinmobiliario.com/MLC-1450285041-iq-apartments-_JM#position=20&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
20,Absalon Piemonte,UF,3557,52 a 65 m² útiles,2 a 3 dormitorios,2 baños,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-1367755733-absalon-piemonte-_JM#position=21&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
21,Edificio Sergio Ceppi,UF,1800,21 a 44 m² útiles,1 a 3 dormitorios,1 a 2 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-2224384142-edificio-sergio-ceppi-_JM#position=22&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
22,Eco Florida I,UF,2766,28 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,156 unidades disponibles,https://www.portalinmobiliario.com/MLC-1408334989-eco-florida-i-_JM#position=23&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
23,Siena Vicuña 6633,UF,2962,30 a 51 m² útiles,1 a 2 dormitorios,1 a 2 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-1451495159-siena-vicuna-6633-_JM#position=24&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
24,Ciudadano Pezoa,UF,2047,23 a 48 m² útiles,1 a 2 dormitorios,1 a 2 baños,87 unidades disponibles,https://www.portalinmobiliario.com/MLC-2088914054-ciudadano-pezoa-_JM#position=25&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
25,Eco Florida II,UF,2900,26 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,277 unidades disponibles,https://www.portalinmobiliario.com/MLC-1843783752-eco-florida-ii-_JM#position=26&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
26,Concepto New Life Macul,UF,3720,42 a 79 m² útiles,2 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-2231275694-concepto-new-life-macul-_JM#position=27&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
27,ISACORP Castillo Velasco,UF,2590,22 a 76 m² útiles,1 a 3 dormitorios,1 a 2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-1721793404-isacorp-castillo-velasco-_JM#position=28&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
28,Sucre,UF,2790,20 a 84 m² útiles,1 a 3 dormitorios,1 a 2 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375515989-sucre-_JM#position=29&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
29,Plaza Las Condes,UF,4412,30 a 70 m² útiles,1 a 2 dormitorios,1 a 2 baños,27 unidades disponibles,https://www.portalinmobiliario.com/MLC-1391869387-plaza-las-condes-_JM#position=30&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
30,Pedro Torres 530,UF,3863,32 a 73 m² útiles,1 a 2 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1564730406-pedro-torres-530-_JM#position=31&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
31,Marina Pacífico,UF,2237,35 a 85 m² útiles,1 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1569154172-marina-pacifico-_JM#position=32&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
32,Barrio Zenteno,UF,1584,21 a 62 m² útiles,1 a 3 dormitorios,1 a 2 baños,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377859641-barrio-zenteno-_JM#position=33&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
33,Edificio Liverpool,UF,1902,23 a 56 m² útiles,1 a 3 dormitorios,1 a 2 baños,16 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377802521-edificio-liverpool-_JM#position=34&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
34,Crusoe 1115,UF,5080,42 a 125 m² útiles,1 a 3 dormitorios,1 a 3 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-621065652-crusoe-1115-_JM#position=35&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
35,Edificio AV,UF,4969,40 a 102 m² útiles,1 a 3 dormitorios,1 a 2 baños,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-1385404207-edificio-av-_JM#position=36&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
36,Plaza Los Pinos,UF,3039,29 a 104 m² útiles,1 a 3 dormitorios,1 a 2 baños,37 unidades disponibles,https://www.portalinmobiliario.com/MLC-615032281-plaza-los-pinos-_JM#position=37&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
37,Vista Egaña,UF,3790,33 a 90 m² útiles,1 a 3 dormitorios,1 a 3 baños,26 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375571883-vista-egana-_JM#position=38&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
38,Edificio Lyon Las Violetas,UF,5711,42 a 124 m² útiles,1 a 3 dormitorios,1 a 3 baños,23 unidades disponibles,https://www.portalinmobiliario.com/MLC-1524753730-edificio-lyon-las-violetas-_JM#position=39&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
39,Condominio Los Almendros Reñaca,UF,3415,36 a 93 m² útiles,1 a 3 dormitorios,1 a 3 baños,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377776077-condominio-los-almendros-renaca-_JM#position=40&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
40,Las Verbenas 8591,UF,5390,35 a 63 m² útiles,1 a 2 dormitorios,1 a 2 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055072564-las-verbenas-8591-_JM#position=41&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
41,Ciudad Tranqueras,UF,5666,38 a 43 m² útiles,1 dormitorio,1 baño,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1893911326-ciudad-tranqueras-_JM#position=42&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
42,Condominio Panorámico,UF,2925,45 a 66 m² útiles,2 a 3 dormitorios,1 a 2 baños,14 unidades disponibles,https://www.portalinmobiliario.com/MLC-1614860878-condominio-panoramico-_JM#position=43&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
43,Edificio Alessandri,UF,2369,31 a 55 m² útiles,1 a 3 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377840559-edificio-alessandri-_JM#position=44&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
44,Clorinda Wilshaw 559,UF,4418,38 a 132 m² útiles,1 a 3 dormitorios,1 a 4 baños,18 unidades disponibles,https://www.portalinmobiliario.com/MLC-1380463071-clorinda-wilshaw-559-_JM#position=45&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
45,Hernán Cortés,UF,3590,32 a 90 m² útiles,1 a 3 dormitorios,1 a 3 baños,49 unidades disponibles,https://www.portalinmobiliario.com/MLC-1569126600-hernan-cortes-_JM#position=46&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
46,Edificio R +,UF,5132,40 a 104 m² útiles,1 a 3 dormitorios,1 a 2 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1680998018-edificio-r--_JM#position=47&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
47,LIV Las Condes,UF,4812,37 a 86 m² útiles,1 a 3 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1416042855-liv-las-condes-_JM#position=48&search_layout=grid&type=item&tracking_id=9f3cc416-e390-4288-925a-63ea8b35f713
0,Las Condes 7520,UF,4807,29 a 62 m² útiles,1 a 2 dormitorios,1 a 2 baños,71 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599992258-las-condes-7520-_JM#position=1&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
1,Condominio Piamonte,UF,2790,48 a 56 m² útiles,2 a 3 dormitorios,1 a 2 baños,50 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379684239-condominio-piamonte-_JM#position=2&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
2,Plaza Costanera,UF,8680,55 a 139 m² útiles,1 a 3 dormitorios,1 a 3 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-1393358747-plaza-costanera-_JM#position=3&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
3,Edificio Milán 1242 San Miguel,UF,2834,35 a 79 m² útiles,1 a 3 dormitorios,1 a 2 baños,51 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377813005-edificio-milan-1242-san-miguel-_JM#position=4&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
4,Edificio Be Happy,UF,2250,30 a 60 m² útiles,1 a 2 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1423319847-edificio-be-happy-_JM#position=5&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
5,Parque Mirador III,UF,2163,30 a 41 m² útiles,1 a 2 dormitorios,1 baño,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1416052753-parque-mirador-iii-_JM#position=6&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
6,Manuel de Salas 587,UF,4184,31 a 100 m² útiles,1 a 3 dormitorios,1 a 3 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-1012461227-manuel-de-salas-587-_JM#position=7&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
7,Cumbres de Colón,UF,5490,32 a 101 m² útiles,1 a 3 dormitorios,1 a 3 baños,37 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375567233-cumbres-de-colon-_JM#position=8&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
8,Green Concepción,UF,2004,22 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,281 unidades disponibles,https://www.portalinmobiliario.com/MLC-1405689575-green-concepcion-_JM#position=9&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
9,LTO 1401,UF,6970,43 a 121 m² útiles,1 a 3 dormitorios,2 a 3 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1577107426-lto-1401-_JM#position=10&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
10,Pacific Blue,UF,3233,50 a 73 m² útiles,2 a 3 dormitorios,1 a 2 baños,46 unidades disponibles,https://www.portalinmobiliario.com/MLC-1413201261-pacific-blue-_JM#position=11&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
11,Edificio Rengo 1281,UF,2013,24 a 77 m² útiles,1 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378025553-edificio-rengo-1281-_JM#position=12&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
12,Condominio Plaza Piedra,UF,3851,51 a 81 m² útiles,2 a 3 dormitorios,2 baños,68 unidades disponibles,https://www.portalinmobiliario.com/MLC-2260252138-condominio-plaza-piedra-_JM#position=13&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
13,Condominio Costa Pacífico,UF,3628,50 a 81 m² útiles,2 a 3 dormitorios,1 a 2 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377829163-condominio-costa-pacifico-_JM#position=14&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
14,Edificio Smart Jónico,UF,10346,81 a 127 m² útiles,3 dormitorios,3 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1292796903-edificio-smart-jonico-_JM#position=15&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
15,Entrelomas 3ra Etapa,UF,3730,45 a 52 m² útiles,2 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588534240-entrelomas-3ra-etapa-_JM#position=16&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
16,Vive Alto Reñaca,UF,2483,46 a 63 m² útiles,2 a 3 dormitorios,2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-2090392226-vive-alto-renaca-_JM#position=17&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
17,Edificio Sunset Arena,UF,3365,37 a 80 m² útiles,1 a 3 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1524724154-edificio-sunset-arena-_JM#position=18&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
18,Edificio Ñuñoa Zañartu,UF,2778,33 a 54 m² útiles,1 a 2 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1376715697-edificio-nunoa-zanartu-_JM#position=19&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
19,La Verbena 4885,UF,7990,62 a 96 m² útiles,2 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588028778-la-verbena-4885-_JM#position=20&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
20,Vista Uno Norte,UF,2728,42 a 56 m² útiles,2 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588238044-vista-uno-norte-_JM#position=21&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
21,Edificio Upper Design,UF,2142,23 a 51 m² útiles,1 a 2 dormitorios,1 a 2 baños,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377826221-edificio-upper-design-_JM#position=22&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
22,Edificio Equus,UF,6090,58 a 75 m² útiles,2 a 3 dormitorios,2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1054924676-edificio-equus-_JM#position=23&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
23,Edificio Bosque Sur,UF,7280,52 a 138 m² útiles,1 a 3 dormitorios,1 a 3 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-1371698515-edificio-bosque-sur-_JM#position=24&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
24,Vista Reñaca,UF,3937,91 a 97 m² útiles,2 a 3 dormitorios,2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377859613-vista-renaca-_JM#position=25&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
25,Edificio Vista Norte,UF,5850,60 a 113 m² útiles,2 a 3 dormitorios,2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-1407961827-edificio-vista-norte-_JM#position=26&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
26,ISACORP Campo de Deportes,UF,2917,25 a 70 m² útiles,1 a 3 dormitorios,1 a 2 baños,17 unidades disponibles,https://www.portalinmobiliario.com/MLC-1441862267-isacorp-campo-de-deportes-_JM#position=27&search_layout=grid&type=item&tracking_id=b66778a2-848f-4376-817f-f18c6e2e7a8f
